basename,dirname,is_bad,block,day,run,strain_name,strain_code,channel,timestamp
2.3_4_ju1581_87_Set0_Pos0_Ch4_19012018_122914.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,4,JU1581,87,4,2018-01-19 12:29:14
2.3_6_nic261_f6_Set0_Pos0_Ch1_19012018_145323.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,6,NIC261,F6,1,2018-01-19 14:53:23
2.3_6_ju775_7a_Set0_Pos0_Ch4_19012018_144411.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,6,JU775,7A,4,2018-01-19 14:44:11
2.3_5_n2_6b_Set0_Pos0_Ch4_19012018_132936.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,5,N2,6B,4,2018-01-19 13:29:36
2.3_5_my23_6c_Set0_Pos0_Ch1_19012018_133557.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,5,MY23,6C,1,2018-01-19 13:35:57
2.3_7_nic1_e1_eca251_9b_Set0_Pos0_Ch1_19012018_162326.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,7,NIC1,E1,1,2018-01-19 16:23:26
2.3_8_nic261_f6_ju346_81_Set0_Pos0_Ch2_19012018_174114.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,8,JU346,81,2,2018-01-19 17:41:14
2.3_1_jt11398_77_Set0_Pos0_Ch3_19012018_091728.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,1,JT11398,77,3,2018-01-19 09:17:28
2.3_7_nic1_e1_eca251_9b_Set0_Pos0_Ch2_19012018_162326.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,7,ECA251,9B,2,2018-01-19 16:23:26
2.3_8_nic261_f6_ju346_81_Set0_Pos0_Ch1_19012018_174114.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,8,NIC261,F6,1,2018-01-19 17:41:14
2.3_3_da609_Set0_Pos0_Ch3_19012018_111751.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,3,DA609,XX,3,2018-01-19 11:17:51
2.3_2_ju440_bo_Set0_Pos0_Ch3_19012018_102014.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,2,JU440,BO,3,2018-01-19 10:20:14
2.3_9_nic261_f6_ju775_7a_Set0_Pos0_Ch3_19012018_184814.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,9,NIC261,F6,3,2018-01-19 18:48:14
2.3_4_ju1581_87_Set0_Pos0_Ch3_19012018_122914.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,4,JU1581,87,3,2018-01-19 12:29:14
2.3_1_nic1_e1_Set0_Pos0_Ch6_19012018_091048.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,1,NIC1,E1,6,2018-01-19 09:10:48
2.3_6_ju775_7a_Set0_Pos0_Ch3_19012018_144411.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,6,JU775,7A,3,2018-01-19 14:44:11
2.3_7_ju346_81_nic261_f6_Set0_Pos0_Ch3_19012018_161140.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,7,JU346,81,3,2018-01-19 16:11:40
2.3_7_ju346_81_nic261_f6_Set0_Pos0_Ch4_19012018_161140.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,7,NIC261,F6,4,2018-01-19 16:11:40
2.3_5_n2_6b_Set0_Pos0_Ch3_19012018_132936.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,5,N2,6B,3,2018-01-19 13:29:36
2.3_8_my23_6c_nic1_e1_Set0_Pos0_Ch4_19012018_173837.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,8,NIC1,E1,4,2018-01-19 17:38:37
2.3_9_nic261_f6_ju775_7a_Set0_Pos0_Ch4_19012018_184814.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,9,JU775,7A,4,2018-01-19 18:48:14
2.3_8_my23_6c_nic1_e1_Set0_Pos0_Ch3_19012018_173837.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,8,MY23,6C,3,2018-01-19 17:38:37
2.3_1_nic1_e1_Set0_Pos0_Ch5_19012018_091048.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,1,NIC1,E1,5,2018-01-19 09:10:48
2.3_2_ed3049_c3_Set0_Pos0_Ch6_19012018_101318.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,2,ED3049,C3,6,2018-01-19 10:13:18
2.3_4_ju1172_7d_Set0_Pos0_Ch6_19012018_122143.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,4,JU1172,7D,6,2018-01-19 12:21:43
2.3_2_ed3049_c3_Set0_Pos0_Ch5_19012018_101318.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,2,ED3049,C3,5,2018-01-19 10:13:18
2.3_5_ju360_b6_Set0_Pos0_Ch6_19012018_132342.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,5,JU360,B6,6,2018-01-19 13:23:42
2.3_4_ju1172_7d_Set0_Pos0_Ch5_19012018_122143.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,4,JU1172,7D,5,2018-01-19 12:21:43
2.3_6_eca251_9b_Set0_Pos0_Ch6_19012018_143323.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,6,ECA251,9B,6,2018-01-19 14:33:23
2.3_5_ju360_b6_Set0_Pos0_Ch5_19012018_132342.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,5,JU360,B6,5,2018-01-19 13:23:42
2.3_6_eca251_9b_Set0_Pos0_Ch5_19012018_143323.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,6,ECA251,9B,5,2018-01-19 14:33:23
2.3_7_n2_6b_da609_Set0_Pos0_Ch6_19012018_160157.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,7,DA609,XX,6,2018-01-19 16:01:57
2.3_9_nic1_e1_my23_6c_Set0_Pos0_Ch5_19012018_184016.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,9,NIC1,E1,5,2018-01-19 18:40:16
2.3_9_nic1_e1_my23_6c_Set0_Pos0_Ch6_19012018_184016.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,9,MY23,6C,6,2018-01-19 18:40:16
2.3_8_ju775_7a_ju1172_7d_Set0_Pos0_Ch5_19012018_172625.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,8,JU775,7A,5,2018-01-19 17:26:25
2.3_7_n2_6b_da609_Set0_Pos0_Ch5_19012018_160157.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,7,N2,6B,5,2018-01-19 16:01:57
2.3_8_ju775_7a_ju1172_7d_Set0_Pos0_Ch6_19012018_172625.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,8,JU1172,7D,6,2018-01-19 17:26:25
2.3_1_ju346_81_Set0_Pos0_Ch1_19012018_092440.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.3_180119,False,2,3,1,JU346,81,1,2018-01-19 09:24:40
2.4_1_ju346_81_Set0_Pos0_Ch2_20012018_145351.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.4_180120,False,2,4,1,JU346,81,2,2018-01-20 14:53:51
2.4_1_eca251_9b_Set0_Pos0_Ch4_20012018_145154.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.4_180120,False,2,4,1,ECA251,9B,4,2018-01-20 14:51:54
2.4_1_eca251_9b_Set0_Pos0_Ch3_20012018_145154.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.4_180120,False,2,4,1,ECA251,9B,3,2018-01-20 14:51:54
2.4_1_ju360_b6_Set0_Pos0_Ch6_20012018_144221.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.4_180120,False,2,4,1,JU360,B6,6,2018-01-20 14:42:21
2.4_1_ju346_81_Set0_Pos0_Ch1_20012018_145351.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.4_180120,False,2,4,1,JU346,81,1,2018-01-20 14:53:51
3.1_2_lkc34_ae_Set0_Pos0_Ch6_20012018_163658.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.4_180120,False,3,1,2,LKC34,AE,6,2018-01-20 16:36:58
2.4_1_ju360_b6_Set0_Pos0_Ch5_20012018_144221.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.4_180120,False,2,4,1,JU360,B6,5,2018-01-20 14:42:21
3.1_2_lkc34_ae_Set0_Pos0_Ch5_20012018_163658.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_2.4_180120,False,3,1,2,LKC34,AE,5,2018-01-20 16:36:58
3.1_1_cb4856_oo_Set0_Pos0_Ch1_20012018_154300.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.1_180120,False,3,1,1,CB4856,OO,1,2018-01-20 15:43:00
3.1_2_my16_74_Set0_Pos0_Ch2_20012018_164648.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.1_180120,False,3,1,2,MY16,74,2,2018-01-20 16:46:48
3.1_1_da609_Set0_Pos0_Ch4_20012018_154123.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.1_180120,False,3,1,1,DA609,XX,4,2018-01-20 15:41:23
3.1_1_da609_Set0_Pos0_Ch3_20012018_154123.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.1_180120,False,3,1,1,DA609,XX,3,2018-01-20 15:41:23
3.1_1_cb4856_oo_Set0_Pos0_Ch2_20012018_154300.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.1_180120,False,3,1,1,CB4856,OO,2,2018-01-20 15:43:00
3.1_2_my16_74_Set0_Pos0_Ch1_20012018_164648.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.1_180120,False,3,1,2,MY16,74,1,2018-01-20 16:46:48
3.1_2_n2_6b_Set0_Pos0_Ch4_20012018_164449.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.1_180120,False,3,1,2,N2,6B,4,2018-01-20 16:44:49
3.1_2_n2_6b_Set0_Pos0_Ch3_20012018_164449.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.1_180120,False,3,1,2,N2,6B,3,2018-01-20 16:44:49
3.2_1_cb4856_oo_Set0_Pos0_Ch2_21012018_092150.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,1,CB4856,OO,2,2018-01-21 09:21:50
3.2_1_cb4856_oo_Set0_Pos0_Ch1_21012018_092150.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,1,CB4856,OO,1,2018-01-21 09:21:50
3.2_2_ju1088_80_Set0_Pos0_Ch2_21012018_102603.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,2,JU1088,80,2,2018-01-21 10:26:03
3.2_3_nic2_f1_Set0_Pos0_Ch2_21012018_113548.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,3,NIC2,F1,2,2018-01-21 11:35:48
3.2_4_ju258_95_Set0_Pos0_Ch2_21012018_123959.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,4,JU258,95,2,2018-01-21 12:39:59
3.2_2_ju1088_80_Set0_Pos0_Ch1_21012018_102603.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,2,JU1088,80,1,2018-01-21 10:26:03
3.2_5_dl238_d2_Set0_Pos0_Ch2_21012018_135303.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,5,DL238,D2,2,2018-01-21 13:53:03
3.2_6_ju2519_93_Set0_Pos0_Ch2_21012018_145817.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,6,JU2519,93,2,2018-01-21 14:58:17
3.2_3_nic2_f1_Set0_Pos0_Ch1_21012018_113548.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,3,NIC2,F1,1,2018-01-21 11:35:48
3.2_4_ju258_95_Set0_Pos0_Ch1_21012018_123959.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,4,JU258,95,1,2018-01-21 12:39:59
3.2_1_eg4725_6a_Set0_Pos0_Ch4_21012018_091458.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,1,EG4725,6A,4,2018-01-21 09:14:58
3.2_2_nic199_de_Set0_Pos0_Ch4_21012018_101859.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,2,NIC199,DE,4,2018-01-21 10:18:59
3.2_5_dl238_d2_Set0_Pos0_Ch1_21012018_135303.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,5,DL238,D2,1,2018-01-21 13:53:03
3.2_3_ju775_7a_Set0_Pos0_Ch4_21012018_111449.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,3,JU775,7A,4,2018-01-21 11:14:49
3.2_7_da609_ed3017_c1_Set0_Pos0_Ch1_21012018_161115.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,7,DA609,XX,1,2018-01-21 16:11:15
3.2_4_ed3017_c1_Set0_Pos0_Ch4_21012018_123209.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,4,ED3017,C1,4,2018-01-21 12:32:09
3.2_6_ju2519_93_Set0_Pos0_Ch1_21012018_145817.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,6,JU2519,93,1,2018-01-21 14:58:17
3.2_8_lkc34_ae_wn2002_c6_Set0_Pos0_Ch1_21012018_171356.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,8,LKC34,AE,1,2018-01-21 17:13:56
3.2_1_eg4725_6a_Set0_Pos0_Ch3_21012018_091458.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,1,EG4725,6A,3,2018-01-21 09:14:58
3.2_8_lkc34_ae_wn2002_c6_Set0_Pos0_Ch2_21012018_171356.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,8,WN2002,C6,2,2018-01-21 17:13:56
3.2_2_nic199_de_Set0_Pos0_Ch3_21012018_101859.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,2,NIC199,DE,3,2018-01-21 10:18:59
3.2_5_wn2002_c6_Set0_Pos0_Ch4_21012018_134822.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,5,WN2002,C6,4,2018-01-21 13:48:22
3.2_3_ju775_7a_Set0_Pos0_Ch3_21012018_111449.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,3,JU775,7A,3,2018-01-21 11:14:49
3.2_7_da609_ed3017_c1_Set0_Pos0_Ch2_21012018_161115.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,7,ED3017,C1,2,2018-01-21 16:11:15
3.2_4_ed3017_c1_Set0_Pos0_Ch3_21012018_123209.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,4,ED3017,C1,3,2018-01-21 12:32:09
3.2_5_wn2002_c6_Set0_Pos0_Ch3_21012018_134822.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,5,WN2002,C6,3,2018-01-21 13:48:22
3.2_6_ju1440_a3_Set0_Pos0_Ch4_21012018_145131.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,6,JU1440,A3,4,2018-01-21 14:51:31
3.2_6_ju1440_a3_Set0_Pos0_Ch3_21012018_145131.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,6,JU1440,A3,3,2018-01-21 14:51:31
3.2_7_lkc34_ae_wn2002_c6_Set0_Pos0_Ch3_21012018_160324.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,7,LKC34,AE,3,2018-01-21 16:03:24
3.2_1_da609_Set0_Pos0_Ch6_21012018_090939.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,1,DA609,XX,6,2018-01-21 09:09:39
3.2_8_nic2_f1_nic199_de_Set0_Pos0_Ch3_21012018_170637.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,8,NIC2,F1,3,2018-01-21 17:06:37
3.2_7_lkc34_ae_wn2002_c6_Set0_Pos0_Ch4_21012018_160324.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,7,WN2002,C6,4,2018-01-21 16:03:24
3.2_2_lkc34_ae_Set0_Pos0_Ch6_21012018_100940.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,2,LKC34,AE,6,2018-01-21 10:09:40
3.2_8_nic2_f1_nic199_de_Set0_Pos0_Ch4_21012018_170637.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,8,NIC199,DE,4,2018-01-21 17:06:37
3.2_3_my16_74_Set0_Pos0_Ch6_21012018_112227.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,3,MY16,74,6,2018-01-21 11:22:27
3.2_1_da609_Set0_Pos0_Ch5_21012018_090939.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,1,DA609,XX,5,2018-01-21 09:09:39
3.2_4_n2_6b_Set0_Pos0_Ch6_21012018_122316.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,4,N2,6B,6,2018-01-21 12:23:16
3.2_2_lkc34_ae_Set0_Pos0_Ch5_21012018_100940.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,2,LKC34,AE,5,2018-01-21 10:09:40
3.2_5_nic274_eo_Set0_Pos0_Ch6_21012018_134244.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,5,NIC274,EO,6,2018-01-21 13:42:44
3.2_3_my16_74_Set0_Pos0_Ch5_21012018_112227.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,3,MY16,74,5,2018-01-21 11:22:27
3.2_6_kr314_bc_Set0_Pos0_Ch6_21012018_144314.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,6,KR314,BC,6,2018-01-21 14:43:14
3.2_9_wn2002_c6_none_Set0_Pos0_Ch6_21012018_180740.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,9,NONE,NONE,6,2018-01-21 18:07:40
3.2_4_n2_6b_Set0_Pos0_Ch5_21012018_122316.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,4,N2,6B,5,2018-01-21 12:23:16
3.2_5_nic274_eo_Set0_Pos0_Ch5_21012018_134244.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,5,NIC274,EO,5,2018-01-21 13:42:44
3.2_6_kr314_bc_Set0_Pos0_Ch5_21012018_144314.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,6,KR314,BC,5,2018-01-21 14:43:14
3.2_8_eg4725_6a_ju1440_a3_Set0_Pos0_Ch5_21012018_165808.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,8,EG4725,6A,5,2018-01-21 16:58:08
3.2_7_ju1440_a3_cb4856_oo_Set0_Pos0_Ch5_21012018_155305.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,7,JU1440,A3,5,2018-01-21 15:53:05
3.2_7_ju1440_a3_cb4856_oo_Set0_Pos0_Ch6_21012018_155305.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,7,CB4856,OO,6,2018-01-21 15:53:05
3.2_9_wn2002_c6_none_Set0_Pos0_Ch5_21012018_180740.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,9,WN2002,C6,5,2018-01-21 18:07:40
3.2_8_eg4725_6a_ju1440_a3_Set0_Pos0_Ch6_21012018_165808.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/Agg_3.2_180121,False,3,2,8,JU1440,A3,6,2018-01-21 16:58:08
3.3_1_ju1440_a3_Set0_Pos0_Ch2_22012018_091121.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,1,JU1440,A3,2,2018-01-22 09:11:21
3.3_2_ju775_7a_Set0_Pos0_Ch2_22012018_102001.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,2,JU775,7A,2,2018-01-22 10:20:01
3.3_1_ju1440_a3_Set0_Pos0_Ch1_22012018_091121.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,1,JU1440,A3,1,2018-01-22 09:11:21
3.3_2_ju775_7a_Set0_Pos0_Ch1_22012018_102001.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,2,JU775,7A,1,2018-01-22 10:20:01
3.3_3_ju2519_93_Set0_Pos0_Ch2_22012018_111910.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,3,JU2519,93,2,2018-01-22 11:19:10
3.3_3_ju2519_93_Set0_Pos0_Ch1_22012018_111910.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,3,JU2519,93,1,2018-01-22 11:19:10
3.3_4_n2_6b_Set0_Pos0_Ch2_22012018_132857.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,4,N2,6B,2,2018-01-22 13:28:57
3.3_6_jt11398_77_Set0_Pos0_Ch2_22012018_152617.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,6,JT11398,77,2,2018-01-22 15:26:17
3.3_6_jt11398_77_Set0_Pos0_Ch1_22012018_152617.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,6,JT11398,77,1,2018-01-22 15:26:17
3.3_4_da609_Set0_Pos0_Ch5_22012018_131835.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,4,DA609,XX,5,2018-01-22 13:18:35
3.3_5_dl238_d2_Set0_Pos0_Ch2_22012018_143201.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,5,DL238,D2,2,2018-01-22 14:32:01
3.3_9_ju2519_93_ju1440_a3_Set0_Pos0_Ch2_22012018_183312.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,9,JU1440,A3,2,2018-01-22 18:33:12
3.3_1_eg4725_6a_Set0_Pos0_Ch4_22012018_090807.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,1,EG4725,6A,4,2018-01-22 09:08:07
3.3_7_nic2_f1_ju775_7a_Set0_Pos0_Ch1_22012018_163633.hdf5,/Volumes/behavgenom_archive$/Serena/AggregationScreening/MaskedVideos/agg_3.3_180122,False,3,3,7,NIC2,F1,1,2018-01-22 16:36:33
